name,eventVenue,eventCity,eventState,eventCountry,eventStartDate,eventEndDate,latitude,longitude,advanceRates,atDoorRates,siteURL,registerURL,description,eventType
Fort Collins Comic Con 2016,Aztlan Community Center,Fort Collins,CO,USA,2016-08-26,2016-08-28,,,,,https://fococomiccon.com/,,"Fort Collins Comic Con 2016, a  convention, is held on August 26-28, 2016, and will happen at the Aztlan Community Center in Fort Collins, CO.",Comic
Geek.Kon 2016,Madison Marriott West,Madison,WI,USA,2016-08-26,2016-08-28,,,,,http://www.geekkon.net,,"Geek.Kon, a nerdy convention, is held in 2016, and happens at the Madison Marriott West in Madison, WI.",Comic
Salt Lake Comic Con 2016,Salt Palace Convention Center,Salt Lake City,Utah,USA,2016-09-01,2016-09-03,,,,,http://saltlakecomiccon.com/,,"Salt Lake Comic Con 2016 is a comic book convention happening September 1-3, 2016. The convention happens at the Salt Palace Convention Center in Salt Lake City, Utah.",Comic
Meta Con 2016,Hyatt Regency Minneapolis,Minneapolis,MN,USA,2016-09-02,2016-09-04,,,,,http://metaconvention.com/,,"Meta Con 2016, a multi-genre convention, is held on September 2-4, 2016, and happens at the Hyatt Regency Minneapolis in Minneapolis, MN. Meta Con known as THE Minneapolis Comic Con, with thousands of fans attending every year to meet comic artists, authors, video game creators, and anime voice actors. Fans of comic books, sci-fi, Power Rangers, anime, Adventure Time, Homestuck, and any pop culture fit right in at Meta Con - which is a dizzying world of cosplaying, video gaming, anime, and more. The weekend is jam-packed with events that range from Q&A sessions with famous guests to big social events, dances, games, and more.",Comic
Dragon Con 2016,Atlanta Marriott,Atlanta,GA,USA,2016-09-02,2016-09-05,,,,,http://www.dragoncon.org/,,"Dragon Con, a multi-genre convention, is happening September 2-5, 2016, and takes place at the Atlanta Marriott in Atlanta, GA.",Comic
Starkane 2016,"Red Lion, Templin's On the River",Post Falls,ID,USA,2016-09-08,2016-09-10,,,,,http://www.starkane.com/,,"Fan-run convention - the first of many we hope. Venue is fairly small, so all seats are good seats. Post Falls is a smaller community, but close to Spokane and Couer d'Alene, with lots of activities for all ages.Starkane is holding a charity auction to support Operation:Dog Tag, a local organization that trains and provides service and companion dogs to wounded veterans at no charge.",Comic
Cincy Comicon 2016,Northern Kentucky Convention Center,Covington,KY,USA,2016-09-09,2016-09-11,,,,,http://www.cincycomicon.com/Welcome.html,,Big things coming for 2016.,Comic
Oz Comic-Con 2016,Sydney Convention Centre,"Sydney, NSW",Australia,USA,2016-09-10,2016-09-11,,,,,http://www.ozcomiccon.com,,"Oz Comic-Con, a comic convention, is held in 2016, and the event will be held at the Sydney Convention Centre in Sydney, NSW, Australia.",Comic
Florence Comic Con 2016,Southeastern Institute of Manufacturing and Technology (SiMT) Building,Florence,SC,USA,2016-09-11,2016-09-11,,,,,http://florencecomiccon.com,,"Florence Comic Con, a local family friendly comic convention held at the SiMT Building @ 1951 Pisgah Road, Florence, SC. This Comic Con was the brainchild of Denny Stevenson, owner of Legends Comics (http://legends-comics.com) back in 2013. The convention starts at 10 am and goes to 6 pm on September 11th, 2016.",Comic
Treasure Coast Comic Con 2016,Port Saint Lucie Civic Center,Port Saint Lucie,FL,USA,2016-09-16,2016-09-18,,,,,http://www.treasurecoastcomiccon.com,,"Treasure Coast Comic Con 2016 is a con held on September 16-18, 2016. It will take place at the Port Saint Lucie Civic Center in Port Saint Lucie Florida.",Comic
Panama City Creative Con 2016,Gulf Coast State College,Panama City,FL,USA,2016-09-17,2016-09-18,,,,,http://www.pccreativecon.com/,,"Panama City Creative Con 2016, a  convention, is held on September 17-18, 2016, and the convention will be held at the Gulf Coast State College in Panama City, FL.",Comic
Oz Comic-Con 2016,Brisbane Convention & Exhibition Centre,"Brisbane, Qld",Australia,USA,2016-09-17,2016-09-18,,,,,http://www.ozcomiccon.com,,"Oz Comic-Con 2016 is a convention held on September 17-18, 2016. It is scheduled at the Brisbane Convention & Exhibition Centre in Brisbane, Qld, Australia.",Comic
Meggacon 2016,Commonwealth Commerce Center,Jackson,MI,USA,2016-09-17,2016-09-18,,,,,http://www.meggacon.com,,"Meggacon 2 is the sequel to Meggacon, Michigan's Entertainment, Gaming, Geek and Arts Convention - that ROCKED Jackson, Michigan on August 22nd, 2015! In 2016, we will have three times the space, and twice as many days to provide you with video gaming, board gaming, card games, miniatures, RPGs, cosplay, trivia, karaoke, live music and SO MUCH MORE! We are working on bringing in some AMAZING guests that will knock you out of your slippers!",Comic
Colossus Con Merced 2016,Merced County Fairgrounds,Merced,CA,USA,2016-09-17,2016-09-17,,,,,http://www.colossuscon.com,,"Colossus Con is the ultimate pop culture convention event. Catering to the fans to enjoy the comforts of fandom without the corporate hustle and bustle. Celebrity GuestsArtistsVendorsGamesCosplay",Comic
FandomVerse Expo 2016,UAV Pioneer Event Center,Lancaster,CA,USA,2016-09-23,2016-09-25,,,,,http://www.fandomverseexpo.com,,"We would like to invite you to participate in the 3rd annual FandomVerse Expo at the UAV Pioneer Event Center (PEC) in Lancaster, CA on Friday September 23th – Sunday September 25th, 2016 FandomVerse Expo is a three day multi-fandom convention. Our goal is to enlighten, inform and entertain you while celebrating all areas of fandom: Anime, Comics, Sci-Fi, Horror, Fantasy, Gaming, Costuming and more.",Comic
London Comic Con 2016,Western Fair District - Progress building,London,Ontario - Canada,USA,2016-09-23,2016-09-25,,,,,http://www.londoncomiccon.ca,,"SW Ontario's largest fan event is not to be missed.London Comic con delivers an immersive experience like no other.It's a pop culture celebration of awesomeness!",Comic
Retro Con 2016,The Greater Philly Expo Center,Oaks,PA,USA,2016-09-24,2016-09-25,,,,,http://retrocons.com/,,"Retro Con is a pop culture and memorabilia show catering to anything considered “retro”, especially the 80’s! Transformers, Star Wars, GI Joe, Ghostbusters, He-man, classic video games, etc.. We’ve got 200+ tables of collectibles and art for sale, special guests, video games, a costume contest, raffles, a trivia contest, panels, replica props, and much more!",Comic
Hartford ComiConn 2016,XL Center,Hartford,CT,USA,2016-09-24,2016-09-25,,,,,http://www.comiconn.com,,"ATTENTION comic book, pop culture, cosplay, and convention fans. Connecticut ComiCONN has joined forces with Altered Reality Entertainment & Hartford Comic Con to form the NEW and IMPROVED Hartford ComiCONN ""A Show for the Fans by the Fans!"" ™ Connecticut’s BIGGEST comic book and pop culture show! ComiCONN returns for it’s 7th show this September 24th & 25th at the XL Center in Hartford Connecticut with a big end of Summer event!",Comic
Nittany Con 2016,Ramada Inn South Atherton,State College,PA,USA,2016-09-25,2016-09-25,,,,,http://www.nittanycon.com,,A one day comic con!,Comic
Retropalooza 2016,Arlington Convention Center,Arlington,TX,USA,2016-10-01,2016-10-02,,,,,http://retropalooza.com/,,"An annual event featuring some of the best YouTube personalities in the universe, free-play arcade and console games, contests and competitions and guest panels. Kids 12 and under are FREE! That means it's fun for the whole family.",Comic
The Monroe Comic-Con 2016,The Monroe Multi-Sports Complex,Monroe,MI,USA,2016-10-01,2016-10-01,,,,,http://www.monroecomic-con.com,,Our 4th annual show will be our biggest yet. Dont miss it. More announcements coming!!,Comic
Classic Comic Con 2016,McHenry Event Center,Modesto,California,USA,2016-10-01,2016-10-02,,,,,http://www.steamhousecoffeeco.com,,"This is an all genre welcome, comics and games convention! All are welcome!",Comic
BlurrieCon 2016,Erie Bayfront Convention Center,Erie,PA,USA,2016-10-14,2016-10-15,,,,,http://www.blurriecon.com/,,"Blurriecon is an anime, gaming, and new media convention in Erie, Pennsylvania. Whether it's anime, or cosplay, or nerdcore music, or retro video gaming with Retrocade Erie, our convention will please veteran congoers and newcomers alike.  We have a new location at Erie's Convention Center.",Comic
ZAPPCON 2016,"Fresno Convention Center, Valdez Hall",Fresno,CA,USA,2016-10-15,2016-10-16,,,,,http://zappcon.com/,,"ZAPPCON is Fresno’s own comic book, gaming and pop culture convention. Taking place October 15th and 16th 2016, ZAPPCON is a celebration of comics, gaming, toys, movies, animation, sci fi and fantasy - all that is cool, in and out of the mainstream. The event features special guests, gaming tournaments, panels and a cosplay showcase.",Comic
Grand Rapids Comic-Con 2016,DeVos Place,Grand Rapids,MI,USA,2016-10-21,2016-10-23,,,,,http://www.grcomiccon.com,,Tickets available here: www.grcomiccon.com/tickets/,Comic
Legends of Illustration 2016,TBA,Fargo,ND,USA,2016-10-21,2016-10-21,,,,,http://www.legendsofillustration.com,,www.legendsofillustration.com,Comic
Fredcity Comicon 2016,Motel 6,Frederick,MD,USA,2016-10-22,2016-10-22,,,,,http://www.fredcitycomicon.com,,The event is from 1pm until 7pm.,Comic
Colorado Cosmic Comic Con 2016,Double Tree Hotel,Colorado Springs,CO,USA,2016-10-22,2016-10-23,,,,,http://coloradocosmiccon.com,,"Colorado Cosmic Comic Con 2 2016, a comic convention, is happening on October 22-23, 2016, and the convention will happen at the Double Tree Hotel in Colorado Springs, CO.",Comic
Campbell Con 2016,Campbell Community Center,Campbell,CA,USA,2016-10-29,2016-10-29,,,,,http://campbellcon.com,,"Campbell Con is a one-day pop culture convention held in beautiful Campbell, CA. It is fun for all ages and celebration of comic books, movies, Fantasy & Sci-Fi, superheroes, collectibles and more.",Comic
Memphis Diecast and Toy Show 2016,Bartlett Station Municipal Center,Bartlett,TN,USA,2016-11-05,2016-11-05,,,,,,,"Saturday November 5th 2016 9AM - 2PM at the Bartlett Municipal Center located at 5858 Stage Road Bartlett, TN. Tons of die cast collectibles and vintage to Modern toys. Hot Wheels, Action Figures, Toys, Collectibles and more. Hot Wheels, Johnny Lighting, Star Wars, Transformers, GI Joe and much much more.",Comic
Fan Expo Vancouver 2016,Vancouver Copnvention Centre,"Vancouver, British Columbia",Canada,USA,2016-11-11,2016-11-13,,,,,http://fanexpovancouver.com/,,"Fan Expo Vancouver, a convention, is held on November 11-13, 2016, and the convention is located at the Vancouver Copnvention Centre in Vancouver, British Columbia.",Comic
Rhode Island Comic Con 2016,Rhode Island Convention Center & Dunkin Donuts Center,Providence,RI,USA,2016-11-11,2016-11-13,,,,,http://www.riomiccon.com,,Join Rhode Island Comic Con as we celebrate our fifth anniversary. Guest announcements to be announced.,Comic
Newcon PDX 2016,Portland Marriott Downtown Waterfront,Portland,OR,USA,2016-12-30,2017-01-01,,,,,http://www.newconpdx.com,,"Newcon PDX is Portland, Oregon's premiere cross-fandom convention.  We have something for every flavor of nerd to help bring in the New Years.  Located on the waterfront in downtown portland, come party in the New Year!",Comic
Comic Excitement Convention 2017,Los Angeles Convention Center,Los Angeles,CA,USA,2017-01-14,2017-01-15,,,,,http://www.comicexcitement.com,,"Comic Excitement Convention will be held at the Los Angeles Convention Center on January 14, 2017 (Saturday) and January 15, 2017 (Sunday).It will cover a fantastic variety of topics including comic books, cosplay, anime, horror, science fiction, aviation and space exploration.There will be many exhibitors selling a wide variety of merchandise plus numerous artists selling their art.The heaviest emphasis will be on cosplay, which will have a costume contest that has a $10,000 top prize and several other cash prizes.",Comic
GalaxyFest 2017 2017,The Antlers,Colorado Springs,CO,USA,2017-02-24,2017-02-26,,,,,http://GalaxyFest.org,,"GalaxyFest is in its 6th year of drawing numerous fans, cosplayers, independent film artists, and gamers from across Colorado, Wyoming, New Mexico and more. 30 plus vendors, artists and authors travel from across the country. GalaxyFest is a celebration of the eclectic arts and pop culture, bringing our community together. Dedicated to Supporting STEM, Literacy and the Arts, with the support of Space Foundation featuring real live astronauts at GalaxyFest 5. GalaxyFest supports small business and the Colorado Springs downtown as a signature event in 2016. One aspect of our unique orientation is our split personality. There is so much to do regardless of your age. Children/Kid programming, activities, events, and open crafts. Teen and All-Age programming.  We take a little bit from all the Genres (SciFi, Fantasy, Anime, SteamPunk, Horror, and more) and interweave artists, authors, actors, behind-the-scenes, vendors, and YOU! Give it a great big shake to mix-it all up into a solid 3 day fun-filled weekend!",Comic
Mighty to Mega Power Ranger Cruise 2017,Royal Caribbean,Miami Beach,FL,USA,2017-03-03,2017-03-03,,,,,http://www.lashconcruises.com/mighty-to-mega-ranger-cruise.html,,"Go, Go, Power Rangers fans! Come join us for three days and nights of exciting adventures with your favorite stars from several of the Power Rangers series! Our team is comprised of:  - LORD ZEDD AND FINSTERRobert Axelrod from Mighty Morphin Power Rangers - ROCKY DESANTOS (RED & BLUE)Steve Cardenas from Power Rangers Turbo & Zeo - KATHERINE HILLIARD (PINK)Catherine Sutherland from Power Rangers Turbo, Zeo - DANA MITCHELL (PINK)Alison MacInnis from Power Rangers Lightspeed Rescue - SKY TATE (BLUE & RED)Chris Violette from Power Rangers SPD - TRENT FERNANDEZ (WHITE)Jeff Parazzo from Power Rangers Dino Thunder & Megaforce - ETHAN JAMES (BLUE)Kevin Duhaney from Power Rangers Dino Thunder - JAYDEN SHIBA (RED)Alex Heartman from Power Rangers Samurai & Super Samurai - ANTONIO GARCIA (GOLD)Steven Skyler from Power Rangers Samurai & Super Samurai - JAKE HOLLING (BLACK)Azim Rizk from Power Rangers Megaforce & Super Megaforce  Activities include Meet and Greets, Q&A Discussions with the stars, Human Chess, Self Defense classes, interactive themed events and much more! Please visit our website at http://www.LASHconcruises.com and our Facebook at https://www.facebook.com/LASHConCruises for much information! We look forward to having you on the team for this amazing high seas adventure!",Comic
Hero Hype Comic Con 2017,Miami airport convention center,Miami,FL,USA,2017-03-11,2017-03-11,,,,,http://www.herohype.com,,Visit us at www.herohype.com for all updates,Comic
Lebanon MEGA Con 2017,Cowan Civic Center,Lebanon,MO,USA,2017-03-31,2017-04-02,,,,,http://www.lebanonmegacon.com,,"The first Annual Lebanon Mega Con was huge! Now on to create an even bigger con, and show our appreciation for the talents,artists and special guests. So far we have 4 guests in works and vendors booking a year out. Stay tuned to www.lebanonmegacon.com for more details!",Comic
AniMinneapolis 2017,Hyatt Regency Minneapolis,Minneapolis,MN,USA,2017-05-26,2017-05-28,,,,,http://www.animinneapolis.com,,"AniMinneapolis 2017 is a multi-genre convention with a focus on anime happening in 2017. It will take place at the Hyatt Regency Minneapolis in Minneapolis, MN. AniMinneapolis is an epic anime convention held annually in Minnesota. This three-day extravaganza of Japanese culture brings together thousands of anime fans for a fun-filled weekend of cosplay, guests, anime screenings, music, concerts, social events, and beyond. People attend AniMinneapolis to have fun and make new friends while cosplaying. It's one of the best organized, most fun conventions any person could possibly attend. Staff are friendly and fellow congoers are always awesome. It's a family-oriented event with events for people of all ages. There are some events for adults as well (18+), which are age-restricted from minors. Every year AniMinneapolis gets bigger and better with more guests and more special events than ever before. Recurring highlights include huge collectible card game tournaments (Pokemon, Yu-Gi-Oh), a formal dance called the Fantasy Ball that comes with dance lessons, a date auction to get dates for said dance, and more.",Comic
Anime Midwest 2017,Hyatt Regency O'hare,Rosemont,IL,USA,2017-07-07,2017-07-09,,,,,http://animemidwest.com,,"One of the largest and most beloved anime conventions in the United States, Anime Midwest returns to the Hyatt Regency O'hare in Rosemont, Illinois.",Comic
AniMinneapolis 2018,Hyatt Regency Minneapolis,Minneapolis,MN,USA,2018-05-25,2018-05-27,,,,,http://www.animinneapolis.com,,"AniMinneapolis 2018 is a multi-genre anime convention happening on May 25-27, 2018. AniMinneapolis is held at the Hyatt Regency Minneapolis in Minneapolis, MN after having been held at the same location for the past five years or so. AniMinneapolis is an epic anime convention held annually in Minnesota. This three-day extravaganza of Japanese culture brings together thousands of anime fans for a fun-filled weekend of cosplay, guests, anime screenings, music, concerts, social events, and beyond. People attend AniMinneapolis to have fun and make new friends while cosplaying. It's one of the best organized, most fun conventions any person could possibly attend. Staff are friendly and fellow congoers are always awesome. It's a family-oriented event with events for people of all ages. There are some events for adults as well (18+), which are age-restricted from minors. Every year AniMinneapolis gets bigger and better with more guests and more special events than ever before. Recurring highlights include huge collectible card game tournaments (Pokemon, Yu-Gi-Oh), a formal dance called the Fantasy Ball that comes with dance lessons, a date auction to get dates for said dance, and more.",Comic
AnimeFest 2016,Sheraton Dallas,Dallas,TX,United States,2016-08-12,2016-08-15,32.785041121193,-96.79512474021,,,,,,Anime
AnimeNEXT 2016,Atlantic City Convention Center,Atlantic City,NJ,United States,2016-06-10,2016-06-12,39.363410629665,-74.439526649586,,,,,,Anime
Anime Expo® 2016,Los Angles Convention Center,Los Angeles,CA,United States,2016-07-01,2016-07-04,34.024424111,-118.276570284,,,,,"Bringing fans and industry members together for an annual celebration of Japanese pop culture. Join us for #AX2016, July 1st - 4th

This is the *official* event page for Anime Expo 2016~! 

REGISTER FOR AX 2016: http://www.anime-expo.org/registration/

BOOK YOUR HOTEL: 
http://www.anime-expo.org/registration-hotels/hotels/

HELPFUL LINKS:
A step by step guide on what to do if you want to attend Anime Expo: http://www.anime-expo.org/registration-help/
Cosplay Gathering Info: http://www.anime-expo.org/gatherings/
Weapons Policy: http://www.anime-expo.org/faqs-policies/weapons-policy/

HAVE QUESTIONS? CONTACT US:
http://www.anime-expo.org/contact/",Anime
Anime Midwest 2016,Anime Midwest,Des Plaines,IL,United States,2016-07-08,2016-07-10,41.98134,-87.85875,,,,,"Anime Midwest returns with 10,000+ attendees to the Hyatt Regency O'hare and Rosemont Convention Center in Chicago!

Welcome to an official AnimeCon.org convention! Expect a jam-packed 3-day convention filled with cosplay, vendors, artists, anime screenings, panels, dealers, tutorials, lessons, workshops, voice acting, guests, autographs, video gaming, tabletop gaming, karaoke, and so much more.

== Cool Stuff ==
ConSweet - Filled with unlimited free ramen and rice for all attendees, plus free soda! We're working on making this bigger and better this year, so that you can have a more and more fun convention on less and less money!
Video Gaming - An epic game room with your favorite games, and tournaments held all weekend long, some with special prizes.
Karaoke - Sing your heart out with your fellow fans and discover a cool way to make friends even if you're not the best singer.
Anime Screenings - An Anime Convention should remember the anime, and we make sure to! In our video room you can see everything from new shows to old favorites, and it's a great way to pass the time between panels (oh, wait, there usually isn't any time between panels).
Special Guests - Our guests range from voice actors to musicians and beyond, and they bring you inside knowledge from the world of anime and Japanese culture (and sometimes even video gaming and sci-fi).

== How To Attend == 
Get your tickets on our website, and the earlier you get them, the cheaper they are. Most attendees register in advance to save time at the door, but you can also get your tickets at the convention. We highly encourage early registration to get the best deal and get in faster!

== Events and Schedule ==
The schedule will be posted on the website about 3-4 weeks prior to the convention. The schedule includes exact panel, workshop, Q&A session, and autograph session times, as well as the times for video game tournaments and tabletop tournaments, and more.

== Who We Are ==
AnimeCon.org's mission is to bring fun and awesome experiences to our fellow anime fans and nerds around the country. We've run 20+ conventions ourselves, and our staff have worked countless others. Learn more at www.animecon.org",Anime
Anime Expo 2026,Los Angeles Convention Center,Los Angeles,CA,United States,2026-07-02,2026-07-05,34.041529556075,-118.26902551699,,,,,The largest anime convention returns in 2026! This will probably be the biggest anime expo ever!,Anime
Anime Festival Orlando 2016,Wyndham Orlando Resort International Drive,Orlando,FL,United States,2016-07-29,2016-07-31,28.44814,-81.46848,,,,,"Join us for the 17th annual Anime Festival Orlando!
Florida's favorite anime convention!

Announced Guests:

Vic Mignogna
Jon Swasey
Rueben Langdon
Gregg Berger
Michael Sinterniklaas
Stephanie Sheh
Aaron Dismuke

Volunteer Application: https://register.growtix.com/volunteers/apply_step_1/anime_festival_orlando_2016
Artist Alley Application: http://animefestivalorlando.com/information/artist-alley/
Panelist Application: Closed

Tales of Orlandia story: http://animefestivalorlando.com/orlandia/orlandia-story/",Anime
Anime Weekend Atlanta 2016,Renaissance Atlanta Waverly Hotel & Convention Center,Atlanta,GA,United States,2016-09-29,2016-10-02,33.8849297,-84.4648819,,,,,"AWA, or Anime Weekend Atlanta, is a 4 day convention that takes place at the Cobb Galleria, the Renaissance Waverly Hotel, and Sheraton Suites in Atlanta, Georgia.
This year's AWA will be held September 29 - October 2, 2016. 

Meet your favorite guests, cosplay, rock out at exclusive concerts, and meet over 25,000 new best friends!

AWA runs 24 hours starting Thursday afternoon to Sunday evening.

AWA happens annually at the end of September, and is a celebration of Japanese culture, anime (animation) and manga (comics).

For the latest updates, please visit:
The AWA website: www.awa-con.com
The AWA Facebook: www.fb.com/awacon
The AWA Twitter: https://twitter.com/awacon

Use the official AWA hashtag to mark your posts too: #awacon",Anime
SF Anime Festival & Cosplay,Japantown Peace Plaza,San Francisco,CA,United States,2016-07-16,2016-07-16,37.785235181043,-122.43038973551,,,,,"Join us to celebrate all things anime and cosplay!

Get your wigs and costume on, find your Senpai and notice your Kohai while exploring great shops and restaurants in East and West Japantown Malls. Not sure what to do? Stop by Senpai booth to get Cosplay 101 from local cosplayers.

When: 11:00 AM - 4:00 PM
Where: Japantown Peace Plaza
Cost: Free",Anime
Pique-nique animé,Service des Loisirs - Ville de Métabetchouan-Lac-à-la-Croix,Metabetchouan,QC,Canada,2016-06-21,2016-06-29,48.428628930489,-71.871690743358,,,,,"TOUS LES MARDIS DU 21 JUIN AU 9 AOÛT, LE SERVICE DES LOISIRS INVITE LA POPULATION À SE RASSEMBLER SUR L’HEURE DU MIDI DANS LE PARC MAURICE KIROUAC AFIN DE VIVRE UNE HEURE DE LUNCH ANIMÉE",Anime
Anime Matsuri 2017 (AM XI),George R. Brown Convention Center,Houston,TX,United States,2017-04-07,2017-04-09,29.752177786772,-95.3579035747,,,,,"The largest anime and Japanese culture convention in Houston, Texas USA.
Join us for our 11th annual event for Japanese animation, cosplay, music, fashion, games, exhibits and much much more!",Anime
SacAnime Summer 2016,Sacramento Convention Center Complex,Sacramento,CA,United States,2016-09-02,2016-09-04,38.57869,-121.48791,,,,,"AT-THE-DOOR REGISTRATION:
(Admission to the show)

You may register at any time during the convention itself. The registration area is located at the Sheraton Grand, in the Magnolia Ballroom. (Downstairs from the lobby.) The registration room opens at 8am, Friday January 1st. We will also have early registration on Thursday September 1st from 4pm – 10pm. Cash or Credit Cards Accepted.


Friday Only: $30.00
Saturday Only: $45.00
Sunday Only: $30.00
Sunday Exhibitor Room Only: $20.00
(Not eligible for Free Autograph Sessions.)

Full Weekend: $50.00

As always, there is no charge for children 8 years old or younger when accompanied by a registered adult.",Anime
San Japan 009 / 2016 San Antonio Anime Convention,San Japan,San Antonio,TX,United States,2016-09-02,2016-09-04,29.4225229,-98.4863404,,,,,"San Antonio's Largest Anime Convention. We will be happening around Labor Day Weekend for our 2016 convention. We will have stuff going on from Thursday up until Sunday Evening.

We will be taking place in the Henry B. Gonzalez Convention Center, San Antonio Grand Hyatt and in the Marriott Riverwalk hotel.

Pre-registration will open on September 2nd, 2015.
http://sanjapan.reg-it.org

Gold Passes go on sale on 4/15/16. Hotel reservations will go up when all sides are ready to post the reservation link.

Hyatt discount rate - $139/night. There will be a wristband policy.

Marriott (Riverwalk/Rivercenter) discount rate - $148/night.

Hotel Reservation Links: http://www.san-japan.org/location/information",Anime
San Japan 10 / 2017 San Antonio Anime Convention,San Japan,San Antonio,TX,United States,2017-09-01,2017-09-03,29.4225229,-98.4863404,,,,,"One of the biggest Anime Convention in South Texas is happening on Labor Day weekend 2017. A lot more information will be posted in Fall 2016 with badge prices and hotel information.

We will be in three venues: Henry B. Gonzalez Convention Center, San Antonio Grand Hyatt and the Marriott Riverwalk. Hotel.

Pre-Reg Dates: TBA
Badge Prices: TBA
Gold Badge Info: TBA

San Antonio Grand Hyatt: TBA
Marriott Riverwalk Hotel: TBA",Anime
AniRevo2016: Summer,Anime Revolution,Vancouver,BC,Canada,2016-08-05,2016-08-07,49.288435331796,-123.11256208876,,,,,"Get READY for our 5th year celebration at the Vancouver Convention Centre! We will be bringing you even more amazing guests, surprises, and boatloads of memories! http://www.animerevolution.ca/ 

Anime Revolution Tickets on sale NOW! Head over to http://tickets.animerevolution.ca/ to buy your tickets now!
OR
Buy tickets in person here (pay with cash/debit/credit): At Ages Three and Up located at Lougheed Mall in Burnaby (stop at Lougheed Skytrain Station) http://www.agesthreeandup.com/ 

Coast Coal Harbour Hotel & Metropolitan Vancouver Hote are #AniRevo 2016 official Hotel! To book visit LINK HERE: https://mmxreservations.com/animerevolution/pc/Anime16VCC OR You may also call: 1-844-337-3118 to book a Reservation (Please reference: Anime Revolution)
Pinnacle Vancouver Harbourfront Hotel *SOLD OUT

EARLY PASS PICKUP:	
Thursday, August 4th, 2016 |	1:00pm to 7:00pm

PROGRAMMING HOURS:	
Friday, August 5th, 2016 | 10:00am to 11:59pm
Saturday, August 6th, 2016 | 10:00am to 1:00am
Sunday, August 7th, 2016 | 10:00am to 7:00pm

VENDOR HALL HOURS: 
Friday, August 5th, 2016 | 10:00am to 6:00pm
Saturday, August 6th, 2016 | 10:00am to 6:00pm
Sunday, August 7th, 2016 | 10:00am to 4:00pm",Anime
Comicpalooza,"Houston, TX",Houston,TX,United States,2016-06-17,2016-06-19,29.7629,-95.3832,,,,,http://www.comicpalooza.com/,Comic
COMIC-CON INTERNATIONAL 2016!,San Diego Convention Center,San Diego,CA,United States,2016-07-21,,32.706861861831,-117.1613609834,,,,,"Comic-Con International: San Diego is a nonprofit educational corporation dedicated to creating awareness of, and appreciation for, comics and related popular artforms, primarily through the presentation of conventions and events that celebrate the historic and ongoing contribution of comics to art and culture.

TIMES ARE SUBJECT TO CHANGE",Comic
COMIC-CON INTERNATIONAL 2016!,San Diego Convention Center,San Diego,CA,United States,2016-07-24,,32.706861861831,-117.1613609834,,,,,"Comic-Con International: San Diego is a nonprofit educational corporation dedicated to creating awareness of, and appreciation for, comics and related popular artforms, primarily through the presentation of conventions and events that celebrate the historic and ongoing contribution of comics to art and culture.

TIMES ARE SUBJECT TO CHANGE",Comic
St. Louis Comic Con,St. Charles Convention Center,St. Charles,MO,United States,2016-06-18,2016-06-19,38.76893,-90.50219,,,,,"The St. Louis Comic Con is coming June 18th and 19th to the St. Charles Convention Center!  Special guests include George Perez, Tom Cook, Robert Axelrod, Jeff Balke, Rick Burchett, Keith Champagne, Tom Nguyen, and many more! All ticket and vendor info can be found at http://www.stlouiscomiccon.com/",Comic
Wizard World Sacramento Comic Con & Gaming,Sacramento Convention Center Complex,Sacramento,CA,United States,2016-06-17,2016-06-19,38.57869,-121.48791,,,,,"Wizard World is headed to Sacramento!! Come meet your favorite celebrities, artists, cosplayers, and more!!",Comic
Colorado Movie Cars @ Denver Comic Con 2016,Colorado Convention Center,Denver,CO,United States,2016-06-17,2016-06-19,39.742927609005,-104.99558244579,,,,,"http://denvercomiccon.com/

Visit us at the fifth-annual Denver Comic Con, definitely the largest gathering of geek greatness in the Rocky Mountain region and, in fact, the third-largest comic and pop culture convention in the United States! We'll be bringing even more amazing star cars that you've never seen before and of course perennial favorites will return!

Stop by the booth to chat with us about your favorite movie car, talk about how you can make your own dream replica a reality, or ask to get a photo with or in the cars!

See you then!

http://denvercomiccon.com/",Comic
Baltimore Comic-Con 2016,The Baltimore Convention Center,Baltimore,MD,United States,2016-09-02,2016-09-04,39.286089064735,-76.617259325852,,,,,"Returning for 3 days of comics guests, retailers, publishers, exhibitors, costume contests, panel discussions, scavenger hunts, show exclusives, annual yearbook, art auction, VIP events, and more, the Baltimore Comic-Con takes place September 4-6, 2016 at the Baltimore Convention Center. We'll see you there!",Comic
Montreal Comiccon,Palais des congrès de Montréal,Montreal,QC,Canada,2016-07-08,2016-07-10,45.50496001229,-73.560559101318,,,,,"Montreal Comic-con is a multi-genre entertainment and comic convention held annually in Montreal, Quebec. It is a two-day event (Friday–Sunday) held during the summer at the Palais des Congres in Montreal. On the Friday evening prior to the official opening of the event, many people disguise themselves  during the Comic-con. Also, professionals, exhibitors, and select guests are attending for this special event celebrating the comics universe.
http://www.lemtl.com/evenement/89/le-comiccon-de-montreal
********************************************************************
Montreal Comic-con est une convention multi-genre de Comics, bande-dessiné, séries et films allant de l'Héroïque Fantaisie à la science-fiction, tenu chaque année à Montréal au Québec. C'est un évènement de deux jours (Vendredi soir au dimanche) organisé chaque été au Palais des Congrès de Montréal. Le vendredi une soirée d'ouverture est prévue, avec de nombreuses personnes déguisées tout au long du weekend. De nombreux professionnels, visiteurs et invit.s sont attendus pour cet évènement célébrant les univers comics et de science fiction.
http://www.lemtl.com/evenement/89/le-comiccon-de-montreal",Comic
